full_name,position,team,adp_overall,adp_position,sleeper_proj_pts_week1,lag1_room40_pts,lag1_pts_per_game,lag1_games,lag1_target_share,lag1_snap_share_avg,projected_room40_pts,model_used,new_oc,coach_proe_signature,team_changed,player_type,replacement_value,vorp,vorp_rank,adp_rank,value_gap,injury_shortened_2025,lag1_pace_adj_pts,elite_mover_2026
Kenny Gainwell,RB,TB,132.0,34.0,9.26,221.3,13.0176470588235,17.0,0.190816991902367,,144.14409812494225,RB_ridge,1,-2.3156060854344385,1,veteran,156.1167596867138,-11.97266156177156,102.0,132.0,30.0,False,221.2999999999995,False
Tyrone Tracy,RB,NYG,164.0,42.0,7.86,160.8,10.72,15.0,0.150534119491713,0.544666666666667,143.00341285826144,RB_ridge,0,-3.3189211254310966,0,veteran,156.1167596867138,-13.113346828452364,103.0,164.0,61.0,False,182.24,False
Tre Tucker,WR,LV,148.0,60.0,7.59,161.7,9.51176470588235,17.0,0.21127581476643,0.948235294117647,122.61644063457358,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,-13.214110767119834,104.0,148.0,44.0,False,161.69999999999993,False
Kenyon Sadiq,TE,NYJ,163.0,28.0,,,,,,,122.45635815189505,rookie_prior_ridge,0,,0,rookie,137.2432429488599,-14.786884796964841,105.0,163.0,58.0,False,,False
Dalton Schultz,TE,HOU,125.0,19.0,8.19,177.7,10.4529411764706,17.0,0.20255147741657,0.685789473684211,122.24874756188667,TE_gbm,0,-2.5050011258412974,0,veteran,137.2432429488599,-14.994495386973213,106.0,125.0,19.0,False,177.70000000000022,False
Jake Ferguson,TE,DAL,83.0,10.0,9.88,188.1,11.0647058823529,17.0,0.204433848057723,0.667058823529412,121.05961198891096,TE_gbm,1,-2.3156060854344385,0,veteran,137.2432429488599,-16.18363095994893,107.0,83.0,-24.0,False,188.0999999999993,False
Zach Charbonnet,RB,SEA,287.0,64.0,3.25,181.4,11.3375,16.0,0.0923532925140103,0.464117647058824,139.90367382693256,RB_ridge,1,-2.673629810734993,0,veteran,156.1167596867138,-16.213085859781245,108.0,282.0,174.0,False,192.7375,False
Jadarian Price,RB,SEA,141.0,36.0,,,,,,,138.92803518256244,rookie_prior_ridge,0,,0,rookie,156.1167596867138,-17.188724504151367,109.0,141.0,32.0,False,,False
Omar Cooper,WR,NYJ,149.0,61.0,,,,,,,118.15485853739324,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-17.675692864300174,110.0,149.0,39.0,False,,False
Jerry Jeudy,WR,CLE,153.0,63.0,7.51,120.7,7.1,17.0,0.232045088350143,0.845294117647059,118.09785076124524,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,-17.732700640448172,111.0,153.0,42.0,False,120.69999999999999,False
Jordan Addison,WR,MIN,85.0,38.0,10.35,135.1,9.65,14.0,0.23364245390908,0.851428571428571,117.34493328504551,WR_lgbm,0,2.6816146451914005,0,veteran,135.8305514016934,-18.4856181166479,112.0,85.0,-27.0,False,164.05,False
Dak Prescott,QB,DAL,66.0,6.0,21.34,323.78,19.0458823529412,17.0,0.0,0.950588235294118,194.09003437280427,QB_ridge,1,-2.3156060854344385,0,veteran,212.80908857304937,-18.719054200245097,113.0,66.0,-47.0,False,323.78000000000037,False
Romeo Doubs,WR,NE,133.0,57.0,8.43,165.4,10.3375,16.0,0.233031846238902,0.772941176470588,116.73900524827252,WR_lgbm,1,-5.244402479179989,1,veteran,135.8305514016934,-19.091546153420893,114.0,133.0,19.0,False,175.7375,False
Daniel Jones,QB,IND,184.0,29.0,16.17,234.44,18.0338461538462,13.0,0.0,0.914615384615385,192.3365476702555,QB_ridge,0,-5.206003754852174,0,veteran,212.80908857304937,-20.472540902793867,115.0,182.0,67.0,False,306.57538461538536,False
Denzel Boston,WR,CLE,151.0,62.0,,,,,,,115.16674760200246,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-20.663803799690953,116.0,151.0,35.0,False,,False
Woody Marks,RB,HOU,178.0,46.0,7.01,145.1,9.06875,16.0,0.0912458509975257,0.535,135.2919316736231,RB_ridge,0,-2.5050011258412974,0,veteran,156.1167596867138,-20.824828013090695,117.0,176.0,59.0,False,154.16875,False
Keon Coleman,WR,BUF,299.0,131.0,2.15,102.4,8.53333333333333,12.0,0.181568057993179,0.624,114.2379556868466,WR_lgbm,0,-1.7945790111540487,0,veteran,135.8305514016934,-21.59259571484681,118.0,293.0,175.0,False,145.0666666666666,False
Evan Engram,TE,DEN,205.0,38.0,4.41,102.8,6.425,16.0,0.148785986507415,0.418888888888889,115.35244358855287,TE_gbm,0,1.6623237357923664,0,veteran,137.2432429488599,-21.890799360307014,119.0,201.0,82.0,False,109.225,False
Khalil Shakir,WR,BUF,91.0,41.0,10.13,166.4,10.4,16.0,0.246537264515151,0.606111111111111,113.91506608285664,WR_lgbm,0,-1.7945790111540487,0,veteran,135.8305514016934,-21.915485318836772,120.0,91.0,-29.0,False,176.8,False
Cam Ward,QB,TEN,146.0,24.0,18.03,193.66,11.3917647058824,17.0,0.0,0.946470588235294,190.88926740016285,QB_ridge,0,-6.68407505908549,0,veteran,212.80908857304937,-21.919821172886515,121.0,146.0,25.0,False,193.6600000000008,False
Cade Otton,TE,TB,143.0,26.0,7.5,122.2,8.14666666666667,15.0,0.209246573826169,0.935,112.75183124458935,TE_gbm,1,-2.3156060854344385,0,veteran,137.2432429488599,-24.491411704270533,122.0,143.0,21.0,False,138.4933333333334,False
Brenton Strange,TE,JAX,120.0,17.0,8.39,118.0,9.83333333333333,12.0,0.171548289414893,0.758461538461538,112.519920964806,TE_gbm,1,-2.3156060854344385,0,veteran,137.2432429488599,-24.723321984053882,123.0,120.0,-3.0,False,167.16666666666663,False
Malachi Fields,WR,NYG,207.0,93.0,,,,,,,111.00592932658552,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-24.824622075107897,124.0,203.0,79.0,False,,False
Tyjae Spears,RB,TEN,171.0,43.0,7.17,111.7,8.59230769230769,13.0,0.146730435803501,0.459230769230769,130.4717573417823,RB_ridge,0,-6.68407505908549,0,veteran,156.1167596867138,-25.6450023449315,125.0,169.0,44.0,False,146.06923076923073,False
Oronde Gadsden,TE,LAC,135.0,23.0,7.84,131.4,8.76,15.0,0.167475356662288,0.615,111.58864227455447,TE_gbm,0,-5.848188465752081,0,veteran,137.2432429488599,-25.654600674305414,126.0,135.0,9.0,False,148.92,False
Colby Parkinson,TE,LAR,199.0,35.0,4.66,129.8,9.27142857142857,14.0,0.142441146379447,0.625555555555556,111.36222251301784,TE_gbm,1,-3.204847043487389,0,veteran,137.2432429488599,-25.881020435842046,127.0,195.0,68.0,False,157.6142857142857,False
Kyle Monangai,RB,CHI,111.0,30.0,10.1,146.7,8.62941176470588,17.0,0.0926066328536785,0.409473684210526,127.91699933134691,RB_ridge,1,-4.79011169771107,0,veteran,156.1167596867138,-28.19976035536689,128.0,111.0,-17.0,False,146.69999999999996,False
Chig Okonkwo,TE,WAS,142.0,25.0,7.53,124.0,7.29411764705882,17.0,0.169413760483569,,109.01410189946029,TE_gbm,0,1.05845290147838,1,veteran,137.2432429488599,-28.2291410493996,129.0,142.0,13.0,False,123.99999999999994,False
Dawson Knox,TE,BUF,204.0,37.0,4.42,103.7,6.48125,16.0,0.137928645922544,0.580526315789474,108.888020949179,TE_gbm,0,-1.7945790111540487,0,veteran,137.2432429488599,-28.355221999680893,130.0,200.0,70.0,False,110.18125,False
DJ Moore,WR,BUF,79.0,36.0,10.57,170.18,10.0105882352941,17.0,0.171614914627179,0.842105263157895,106.85931982597872,WR_lgbm,0,-1.7945790111540487,1,veteran,135.8305514016934,-28.971231575714697,131.0,79.0,-52.0,False,170.1799999999997,False
Mike Evans,WR,SF,74.0,33.0,10.86,84.8,10.6,8.0,0.284564555454433,0.65625,106.6641148674542,WR_lgbm,0,-2.673629810734993,1,veteran,135.8305514016934,-29.16643653423921,132.0,74.0,-58.0,True,180.2,True
Rico Dowdle,RB,PIT,90.0,29.0,10.94,216.3,12.7235294117647,17.0,0.147750326610785,0.549444444444444,126.3726803483449,RB_ridge,0,-6.551421263838917,1,veteran,156.1167596867138,-29.744079338368905,133.0,90.0,-43.0,False,216.2999999999999,False
Mason Taylor,TE,NYJ,215.0,42.0,4.21,88.9,6.83846153846154,13.0,0.211962609810004,0.810769230769231,106.34722839770228,TE_gbm,1,-2.3156060854344385,0,veteran,137.2432429488599,-30.896014551157606,134.0,211.0,77.0,False,116.25384615384618,False
Germie Bernard,WR,PIT,177.0,73.0,,,,,,,104.7533927953712,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-31.077158606322214,135.0,175.0,40.0,False,,False
Cooper Kupp,WR,SEA,192.0,84.0,5.49,117.3,7.33125,16.0,0.213364023530041,0.757368421052632,104.70818486537192,WR_lgbm,1,-2.673629810734993,0,veteran,135.8305514016934,-31.122366536321493,136.0,190.0,54.0,False,124.63125,False
De'Zhaun Stribling,WR,SF,169.0,70.0,,,,,,,104.52054182875028,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-31.31000957294313,137.0,167.0,30.0,False,,False
Terrance Ferguson,TE,LAR,232.0,46.0,3.71,52.1,4.73636363636364,11.0,0.0904079966725771,0.401333333333333,105.74885348387264,TE_gbm,1,-3.204847043487389,0,veteran,137.2432429488599,-31.49438946498725,138.0,227.0,89.0,True,80.51818181818187,False
Terry McLaurin,WR,WAS,49.0,24.0,11.63,114.2,11.42,10.0,0.252165675203334,0.704,103.88133924718244,WR_lgbm,0,1.05845290147838,0,veteran,135.8305514016934,-31.949212154510974,139.0,49.0,-90.0,True,194.14,False
Mike Washington,RB,LV,253.0,58.0,,,,,,,122.56534523713115,rookie_prior_ridge,0,,0,rookie,156.1167596867138,-33.55141444958265,140.0,248.0,108.0,False,,False
Pat Freiermuth,TE,PIT,139.0,24.0,7.71,113.6,7.57333333333333,15.0,0.124881040193632,0.513333333333333,103.36866771368278,TE_gbm,0,-6.551421263838917,0,veteran,137.2432429488599,-33.874575235177105,141.0,139.0,-2.0,False,128.7466666666666,False
Michael Mayer,TE,LV,172.0,30.0,5.76,73.8,5.67692307692308,13.0,0.205724704765793,0.617692307692308,101.49958979578416,TE_gbm,1,-2.3156060854344385,0,veteran,137.2432429488599,-35.743653153075726,142.0,170.0,28.0,False,96.50769230769235,False
J.K. Dobbins,RB,DEN,134.0,35.0,9.23,115.9,11.59,10.0,0.0528863170089226,0.511,119.92530078053169,RB_ridge,0,1.6623237357923664,0,veteran,156.1167596867138,-36.19145890618212,143.0,134.0,-9.0,True,197.03,False
Kaelon Black,RB,SF,352.0,83.0,,,,,,,119.9003168521393,rookie_prior_ridge,0,,0,rookie,156.1167596867138,-36.21644283457451,144.0,341.0,197.0,False,,False
Kimani Vidal,RB,LAC,294.0,65.0,3.06,117.9,9.06923076923077,13.0,0.0847326786909167,0.572142857142857,119.78296248701557,RB_ridge,0,-5.848188465752081,0,veteran,156.1167596867138,-36.33379719969824,145.0,289.0,144.0,False,154.17692307692312,False
Chuba Hubbard,RB,CAR,58.0,21.0,12.15,125.4,8.36,15.0,0.106382171813697,0.4675,119.51622476765198,RB_ridge,0,-0.9174934729566496,0,veteran,156.1167596867138,-36.60053491906183,146.0,58.0,-88.0,False,142.12,False
Jakobi Meyers,WR,JAX,107.0,50.0,9.58,175.8,10.9875,16.0,0.236243980145803,0.81,99.22573377052753,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,-36.604817631165886,147.0,107.0,-40.0,False,186.78750000000002,False
Kayshon Boutte,WR,NE,198.0,88.0,5.34,124.1,8.86428571428571,14.0,0.164783603424102,0.675555555555556,98.7078645774512,WR_lgbm,1,-5.244402479179989,0,veteran,135.8305514016934,-37.12268682424221,148.0,194.0,46.0,False,150.69285714285706,False
Tucker Kraft,TE,GB,81.0,9.0,9.92,117.2,14.65,8.0,0.231209892800802,0.86,99.8199920703862,TE_gbm,0,-4.223375364931628,0,veteran,137.2432429488599,-37.42325087847368,149.0,81.0,-68.0,True,249.05,False
Matthew Golden,WR,GB,119.0,53.0,8.95,70.0,5.0,14.0,0.139279656857997,0.529333333333333,97.65097850854112,WR_lgbm,0,-4.223375364931628,0,veteran,135.8305514016934,-38.1795728931523,150.0,119.0,-31.0,False,85.0,False
Jacoby Brissett,QB,ARI,162.0,27.0,17.34,235.44,16.8171428571429,14.0,0.0,0.857142857142857,173.81513947419757,QB_ridge,0,-4.450844670721244,0,veteran,212.80908857304937,-38.9939490988518,151.0,162.0,11.0,False,285.89142857142934,False
Ryan Flournoy,WR,DAL,157.0,64.0,7.27,114.0,7.6,15.0,0.202775284994037,0.477333333333333,96.81420529319242,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,-39.016346108501,152.0,157.0,5.0,False,129.2,False
T.J. Hockenson,TE,MIN,121.0,18.0,8.34,112.8,7.52,15.0,0.180730543200806,0.779333333333333,97.73730212703748,TE_gbm,0,2.6816146451914005,0,veteran,137.2432429488599,-39.505940821822406,153.0,121.0,-32.0,False,127.83999999999999,False
Mack Hollins,WR,NE,262.0,117.0,2.98,113.4,8.1,14.0,0.213463473195486,0.675882352941176,96.20966820112316,WR_lgbm,1,-5.244402479179989,0,veteran,135.8305514016934,-39.62088320057025,154.0,257.0,103.0,False,137.7,False
Alvin Kamara,RB,NO,295.0,66.0,3.02,100.7,9.15454545454545,11.0,0.142596767881111,0.637272727272727,115.05061005226436,RB_ridge,1,-2.3156060854344385,0,veteran,156.1167596867138,-41.066149634449445,155.0,290.0,135.0,True,155.62727272727267,False
Chris Bell,WR,MIA,194.0,85.0,,,,,,,94.7248039446599,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-41.105747457033516,156.0,191.0,35.0,False,,False
Josh Downs,WR,IND,75.0,34.0,10.81,136.4,8.525,16.0,0.194384132199429,0.586875,94.60824865344324,WR_lgbm,0,-5.206003754852174,0,veteran,135.8305514016934,-41.22230274825017,157.0,75.0,-82.0,False,144.925,False
Xavier Worthy,WR,KC,70.0,32.0,11.02,109.9,7.85,14.0,0.181941438621881,0.705714285714286,94.35146174988644,WR_lgbm,0,5.300602599522808,0,veteran,135.8305514016934,-41.47908965180697,158.0,70.0,-88.0,False,133.45,False
Ja'Kobi Lane,WR,BAL,211.0,95.0,,,,,,,93.35207982008916,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-42.47847158160425,159.0,207.0,48.0,False,,False
Sam LaPorta,TE,DET,69.0,8.0,10.47,106.9,11.8777777777778,9.0,0.19872243281685,0.906666666666667,94.37515328961356,TE_gbm,1,-2.3156060854344385,0,veteran,137.2432429488599,-42.86808965924632,160.0,69.0,-91.0,True,201.9222222222226,False
Mark Andrews,TE,BAL,106.0,13.0,9.08,131.0,7.70588235294118,17.0,0.185690681306848,0.617058823529412,94.34318319098644,TE_gbm,0,0.4558089730608386,0,veteran,137.2432429488599,-42.90005975787345,161.0,106.0,-55.0,False,131.00000000000006,False
Marvin Mims,WR,DEN,223.0,103.0,4.46,87.0,5.8,15.0,0.143361984144048,0.402352941176471,92.59170806819571,WR_lgbm,0,1.6623237357923664,0,veteran,135.8305514016934,-43.2388433334977,162.0,219.0,57.0,False,98.6,False
Dylan Sampson,RB,CLE,174.0,44.0,7.05,87.6,5.84,15.0,0.136528092502529,0.264666666666667,112.65125061851327,RB_ridge,1,-2.3156060854344385,0,veteran,156.1167596867138,-43.46550906820053,163.0,172.0,9.0,False,99.28,False
Mike Gesicki,TE,CIN,156.0,27.0,6.76,70.7,5.89166666666667,12.0,0.120385263767011,0.385384615384615,93.049239809553,TE_gbm,0,10.0828731123803,0,veteran,137.2432429488599,-44.194003139306886,164.0,156.0,-8.0,False,100.15833333333339,False
Aaron Jones,RB,MIN,55.0,20.0,12.26,118.7,9.89166666666667,12.0,0.161004072763199,0.550833333333333,111.77684474586933,RB_ridge,0,2.6816146451914005,0,veteran,156.1167596867138,-44.33991494084448,165.0,55.0,-110.0,False,168.1583333333334,False
Joe Burrow,QB,CIN,28.0,2.0,23.78,139.46,17.4325,8.0,0.0,0.8775,168.00172542119708,QB_ridge,0,10.0828731123803,0,veteran,212.80908857304937,-44.807363151852286,166.0,28.0,-138.0,True,296.3525,False
Eli Stowers,TE,PHI,185.0,32.0,,,,,,,92.37653699529592,rookie_prior_ridge,0,,0,rookie,137.2432429488599,-44.866705953563965,167.0,183.0,16.0,False,,False
Xavier Legette,WR,CAR,248.0,113.0,3.41,89.3,5.95333333333333,15.0,0.181153008299765,0.66125,90.72009276052812,WR_lgbm,0,-0.9174934729566496,0,veteran,135.8305514016934,-45.110458641165295,168.0,243.0,75.0,False,101.2066666666666,False
Cole Kmet,TE,CHI,213.0,40.0,4.22,78.7,4.91875,16.0,0.123742766204076,0.708333333333333,91.77484290553129,TE_gbm,1,-4.79011169771107,0,veteran,137.2432429488599,-45.4684000433286,169.0,209.0,40.0,False,83.61875,False
Blake Corum,RB,LAR,150.0,38.0,8.37,122.2,7.18823529411765,17.0,0.0633518099143221,0.3035,110.50053242727786,RB_ridge,1,-3.204847043487389,0,veteran,156.1167596867138,-45.616227259435945,170.0,150.0,-20.0,False,122.20000000000005,False
Elic Ayomanor,WR,TEN,246.0,111.0,3.54,116.5,7.28125,16.0,0.208025051585952,0.805625,90.11309975435114,WR_lgbm,0,-6.68407505908549,0,veteran,135.8305514016934,-45.71745164734227,171.0,241.0,70.0,False,123.78125,False
Marquise Brown,WR,PHI,241.0,110.0,3.83,137.7,8.60625,16.0,0.206542296473976,0.535,89.91889238289896,WR_lgbm,1,-2.3156060854344385,1,veteran,135.8305514016934,-45.91165901879445,172.0,236.0,64.0,False,146.30624999999998,False
Chris Brazzell,WR,CAR,228.0,106.0,,,,,,,89.82567288825419,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-46.00487851343922,173.0,223.0,50.0,False,,False
Chimere Dike,WR,TEN,195.0,86.0,5.43,114.1,6.71176470588235,17.0,0.16923412374144,0.592941176470588,88.79348370661619,WR_lgbm,0,-6.68407505908549,0,veteran,135.8305514016934,-47.037067695077226,174.0,192.0,18.0,False,114.09999999999995,False
Pat Bryant,WR,DEN,179.0,74.0,6.2,74.8,5.75384615384615,13.0,0.134399921925426,0.432352941176471,87.839894743208,WR_lgbm,0,1.6623237357923664,0,veteran,135.8305514016934,-47.990656658485406,175.0,177.0,2.0,False,97.81538461538456,False
Jayden Daniels,QB,WAS,103.0,14.0,20.13,117.28,16.7542857142857,7.0,0.0,0.902857142857143,164.78243034529956,QB_ridge,0,1.05845290147838,0,veteran,212.80908857304937,-48.026658227749806,176.0,103.0,-73.0,True,284.8228571428569,False
Zachariah Branch,WR,ATL,188.0,80.0,,,,,,,86.50564664622019,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-49.32490475547323,177.0,186.0,9.0,False,,False
Ted Hurst,WR,TB,231.0,107.0,,,,,,,86.24269021112157,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-49.58786119057184,178.0,226.0,48.0,False,,False
Xavier Hutchinson,WR,HOU,267.0,121.0,2.81,98.0,6.125,16.0,0.171052455438745,0.593157894736842,86.16142972210073,WR_lgbm,0,-2.5050011258412974,0,veteran,135.8305514016934,-49.66912167959268,179.0,262.0,83.0,False,104.125,False
Antonio Williams,WR,WAS,158.0,65.0,,,,,,,85.67868819472734,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-50.15186320696607,180.0,158.0,-22.0,False,,False
Adonai Mitchell,WR,NYJ,221.0,101.0,4.56,87.9,5.49375,16.0,0.267241481521646,0.76125,85.23127533175914,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,-50.59927606993428,181.0,217.0,36.0,False,93.39375000000001,False
Cedric Tillman,WR,CLE,381.0,158.0,0.76,60.0,5.0,12.0,0.135913273361419,0.618461538461539,85.14194051837208,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,-50.68861088332133,182.0,369.0,187.0,False,85.0,False
Rachaad White,RB,WAS,144.0,37.0,8.79,143.0,8.41176470588235,17.0,0.0999533081557436,0.510588235294118,105.17006744005096,RB_ridge,0,1.05845290147838,1,veteran,156.1167596867138,-50.94669224666285,183.0,144.0,-39.0,False,142.99999999999994,False
Tre' Harris,WR,LAC,189.0,81.0,5.65,69.4,4.3375,16.0,0.123597704639158,0.49,84.74939988279051,WR_lgbm,0,-5.848188465752081,0,veteran,135.8305514016934,-51.0811515189029,184.0,187.0,3.0,False,73.73750000000001,False
Juwan Johnson,TE,NO,110.0,16.0,8.78,179.9,10.5823529411765,17.0,0.195652230542037,0.75,86.0934983399914,TE_gbm,1,-2.3156060854344385,0,veteran,137.2432429488599,-51.14974460886849,185.0,110.0,-75.0,False,179.90000000000052,False
Jayden Reed,WR,GB,96.0,44.0,10.0,48.5,9.7,5.0,0.177120327396111,0.445,84.30917282417117,WR_lgbm,0,-4.223375364931628,0,veteran,135.8305514016934,-51.52137857752224,186.0,96.0,-90.0,True,164.89999999999998,False
Trey Benson,RB,ARI,406.0,97.0,1.17,35.4,8.85,4.0,0.160629437119675,0.4825,104.44853759656988,RB_ridge,0,-4.450844670721244,0,veteran,156.1167596867138,-51.66822209014393,187.0,393.0,206.0,True,150.45,False
Calvin Ridley,WR,TEN,202.0,90.0,5.08,47.3,6.75714285714286,7.0,0.230935094060593,0.571428571428571,82.81229678431659,WR_lgbm,0,-6.68407505908549,0,veteran,135.8305514016934,-53.018254617376826,188.0,198.0,10.0,True,114.87142857142862,False
DeMario Douglas,WR,NE,260.0,115.0,3.09,95.8,5.9875,16.0,0.129524397669775,0.273571428571429,82.17935747272944,WR_lgbm,1,-5.244402479179989,0,veteran,135.8305514016934,-53.65119392896398,189.0,255.0,66.0,False,101.7875,False
Tyquan Thornton,WR,KC,203.0,91.0,5.08,80.8,6.73333333333333,12.0,0.140958020012581,0.39,81.05762340500476,WR_lgbm,0,5.300602599522808,0,veteran,135.8305514016934,-54.77292799668865,190.0,199.0,9.0,False,114.46666666666661,False
Rashod Bateman,WR,BAL,201.0,89.0,5.08,55.4,4.26153846153846,13.0,0.155262100474298,0.693076923076923,81.00394431871764,WR_lgbm,0,0.4558089730608386,0,veteran,135.8305514016934,-54.82660708297577,191.0,197.0,6.0,False,72.44615384615382,False
Chris Godwin,WR,TB,88.0,40.0,10.25,83.0,9.22222222222222,9.0,0.206837928306145,0.708888888888889,80.61494530507692,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,-55.2156060966165,192.0,88.0,-104.0,True,156.77777777777774,False
Andrei Iosivas,WR,CIN,116.0,51.0,9.04,89.9,5.99333333333333,15.0,0.130157769339368,0.761764705882353,80.49817057037419,WR_lgbm,0,10.0828731123803,0,veteran,135.8305514016934,-55.33238083131923,193.0,116.0,-77.0,False,101.8866666666666,False
Caleb Douglas,WR,MIA,263.0,118.0,,,,,,,80.04922922901305,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-55.78132217268036,194.0,258.0,64.0,False,,False
Isaiah Bond,WR,CLE,309.0,136.0,1.94,54.7,3.64666666666667,15.0,0.126926595537969,0.480625,79.94502659693052,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,-55.885524804762895,195.0,302.0,107.0,False,61.99333333333339,False
Jacory Croskey-Merritt,RB,WAS,154.0,40.0,8.3,140.3,8.25294117647059,17.0,0.0570578529711866,0.394705882352941,98.64557797531944,RB_ridge,0,1.05845290147838,0,veteran,156.1167596867138,-57.471181711394365,196.0,154.0,-42.0,False,140.3,False
Luke Musgrave,TE,GB,250.0,50.0,2.81,49.2,3.78461538461538,13.0,0.105895226199177,0.422777777777778,79.76549043830857,TE_gbm,0,-4.223375364931628,0,veteran,137.2432429488599,-57.47775251055131,197.0,245.0,48.0,False,64.33846153846146,False
Malik Washington,WR,MIA,161.0,67.0,7.13,110.7,6.51176470588235,17.0,0.168605159804275,0.57,78.30687759464678,WR_lgbm,0,-0.5447121886359134,0,veteran,135.8305514016934,-57.523673807046634,198.0,161.0,-37.0,False,110.69999999999996,False
Tez Johnson,WR,TB,276.0,124.0,2.64,92.4,6.16,15.0,0.134024522046808,0.470625,76.3823918516199,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,-59.44815955007351,199.0,271.0,72.0,False,104.72,False
David Montgomery,RB,HOU,42.0,17.0,12.86,166.92,9.81882352941177,17.0,0.074518226830515,0.370588235294118,96.55422619542516,RB_ridge,0,-2.5050011258412974,1,veteran,156.1167596867138,-59.56253349128865,200.0,42.0,-158.0,False,166.92000000000007,False
Darius Slayton,WR,NYG,191.0,83.0,5.55,98.8,7.05714285714286,14.0,0.192063267692916,0.812857142857143,75.50095730335319,WR_lgbm,0,-3.3189211254310966,0,veteran,135.8305514016934,-60.32959409834022,201.0,189.0,-12.0,False,119.97142857142862,False
Jake Tonges,TE,SF,200.0,36.0,4.59,93.3,9.33,10.0,0.180393182389065,0.380555555555556,76.64488910456308,TE_gbm,0,-2.673629810734993,0,veteran,137.2432429488599,-60.59835384429681,202.0,196.0,-6.0,True,158.61,False
Devin Singletary,RB,NYG,392.0,91.0,1.37,108.8,6.4,17.0,0.0865882315405909,0.276470588235294,95.41470776233145,RB_ridge,0,-3.3189211254310966,0,veteran,156.1167596867138,-60.70205192438236,203.0,379.0,176.0,False,108.80000000000001,False
Demarcus Robinson,WR,SF,315.0,138.0,1.78,58.2,4.15714285714286,14.0,0.117229795633405,0.476875,75.12058960499746,WR_lgbm,0,-2.673629810734993,0,veteran,135.8305514016934,-60.70996179669595,204.0,307.0,103.0,False,70.67142857142862,False
Audric Estime,RB,NO,379.0,87.0,1.59,48.1,9.62,5.0,0.107929174403396,,94.94206112051964,RB_ridge,1,-2.3156060854344385,0,veteran,156.1167596867138,-61.17469856619417,205.0,367.0,162.0,True,163.54,False
Brenen Thompson,WR,LAC,330.0,145.0,,,,,,,72.65813511498682,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-63.17241628670659,206.0,321.0,115.0,False,,False
Tyler Shough,QB,NO,130.0,20.0,18.76,163.96,14.9054545454545,11.0,0.0,0.834545454545455,149.30304054385442,QB_ridge,1,-2.3156060854344385,0,veteran,212.80908857304937,-63.50604802919494,207.0,130.0,-77.0,True,253.3927272727265,False
Nate Boerkircher,TE,JAX,305.0,74.0,,,,,,,72.81313061967379,rookie_prior_ridge,0,,0,rookie,137.2432429488599,-64.4301123291861,208.0,298.0,90.0,False,,False
Kyle Williams,WR,NE,328.0,144.0,1.52,49.2,3.51428571428571,14.0,0.0912362912214951,0.303809523809524,71.18774527795945,WR_lgbm,1,-5.244402479179989,0,veteran,135.8305514016934,-64.64280612373396,209.0,319.0,110.0,False,59.74285714285707,False
Oscar Delp,TE,NO,256.0,54.0,,,,,,,71.93731336298224,rookie_prior_ridge,0,,0,rookie,137.2432429488599,-65.30592958587765,210.0,251.0,41.0,False,,False
Tommy Tremble,TE,CAR,274.0,60.0,2.14,63.9,4.26,15.0,0.133791833653352,0.612777777777778,71.22115099945874,TE_gbm,0,-0.9174934729566496,0,veteran,137.2432429488599,-66.02209194940114,211.0,269.0,58.0,False,72.42,False
Jalen Coker,WR,CAR,97.0,45.0,9.95,90.4,8.21818181818182,11.0,0.211842730357665,0.709166666666667,69.766385613228,WR_lgbm,0,-0.9174934729566496,0,veteran,135.8305514016934,-66.06416578846542,212.0,97.0,-115.0,True,139.70909090909095,False
Elijah Sarratt,WR,BAL,206.0,92.0,,,,,,,69.72932313174461,rookie_prior_ridge,0,,0,rookie,135.8305514016934,-66.1012282699488,213.0,202.0,-11.0,False,,False
Bhayshul Tuten,RB,JAX,115.0,32.0,9.95,88.6,5.90666666666667,15.0,0.0517685361093856,0.21625,89.91665151343784,RB_ridge,1,-2.3156060854344385,0,veteran,156.1167596867138,-66.20010817327596,214.0,115.0,-99.0,False,100.41333333333338,False
