full_name,position,team,adp_overall,adp_position,sleeper_proj_pts_week1,lag1_room40_pts,lag1_pts_per_game,lag1_games,lag1_target_share,lag1_snap_share_avg,projected_room40_pts,model_used,new_oc,coach_proe_signature,team_changed,player_type,replacement_value,vorp,vorp_rank,adp_rank,value_gap,injury_shortened_2025,lag1_pace_adj_pts,elite_mover_2026
Travis Etienne,RB,NO,73.0,25.0,11.77,253.9,14.9352941176471,17.0,0.11983100717263,0.597777777777778,184.400708122511,RB_ridge,1,-2.3156060854344385,1,veteran,156.1167596867138,28.283948435797186,44.0,73.0,29.0,False,253.9000000000007,False
Justin Herbert,QB,LAC,67.0,7.0,21.33,299.88,18.7425,16.0,0.0,0.97,240.29436637586488,QB_ridge,0,-5.848188465752081,0,veteran,212.80908857304937,27.485277802815517,45.0,67.0,22.0,False,318.6225,False
Kyle Pitts,TE,ATL,56.0,6.0,10.86,210.8,12.4,17.0,0.24771011718738,0.88,164.08701213285798,TE_gbm,0,-6.60259853246614,0,veteran,137.2432429488599,26.84376918399809,46.0,56.0,10.0,False,210.8,False
Brian Thomas,WR,JAX,100.0,48.0,9.91,138.8,9.91428571428571,14.0,0.206410492785515,0.776,162.50174585643242,WR_lgbm,1,-2.3156060854344385,0,veteran,135.8305514016934,26.67119445473901,47.0,100.0,53.0,False,168.54285714285706,False
George Kittle,TE,SF,128.0,20.0,7.97,161.5,14.6818181818182,11.0,0.234487852363922,0.7625,163.6780555986166,TE_gbm,0,-2.673629810734993,0,veteran,137.2432429488599,26.434812649756708,48.0,128.0,80.0,True,249.59090909090938,False
Matthew Stafford,QB,LAR,112.0,16.0,19.55,358.38,21.0811764705882,17.0,0.0,0.9875,238.83393006446263,QB_ridge,1,-3.204847043487389,0,veteran,212.80908857304937,26.02484149141327,49.0,112.0,63.0,False,358.3799999999994,False
Josh Jacobs,RB,GB,35.0,14.0,13.73,237.1,15.8066666666667,15.0,0.164497744117408,0.593125,181.2895835077907,RB_ridge,0,-4.223375364931628,0,veteran,156.1167596867138,25.17282382107689,50.0,35.0,-15.0,False,268.71333333333394,False
Davante Adams,WR,LAR,52.0,26.0,11.58,222.9,15.9214285714286,14.0,0.25905554838565,0.712352941176471,160.71460209962476,WR_lgbm,1,-3.204847043487389,0,veteran,135.8305514016934,24.884050697931343,51.0,52.0,1.0,False,270.66428571428617,False
Javonte Williams,RB,DAL,34.0,13.0,13.81,242.8,15.175,16.0,0.117354677280833,0.69,180.70854444856724,RB_ridge,1,-2.3156060854344385,0,veteran,156.1167596867138,24.591784761853432,52.0,34.0,-18.0,False,257.975,False
Dalton Kincaid,TE,BUF,102.0,12.0,9.31,126.1,10.5083333333333,12.0,0.168807299249328,0.387142857142857,159.5753633545995,TE_gbm,0,-1.7945790111540487,0,veteran,137.2432429488599,22.3321204057396,53.0,102.0,49.0,False,178.6416666666661,False
TreVeyon Henderson,RB,NE,76.0,26.0,11.58,206.2,12.1294117647059,17.0,0.122636517462889,0.43047619047619,175.83265448713297,RB_ridge,1,-5.244402479179989,0,veteran,156.1167596867138,19.715894800419164,54.0,76.0,22.0,False,206.2000000000003,False
Colston Loveland,TE,CHI,31.0,4.0,12.58,165.1,10.31875,16.0,0.232655977161678,0.654444444444444,155.85697748159848,TE_gbm,1,-4.79011169771107,0,veteran,137.2432429488599,18.61373453273859,55.0,31.0,-24.0,False,175.41875,False
Kyren Williams,RB,LAR,53.0,19.0,12.3,263.3,15.4882352941176,17.0,0.113377671104332,0.669,174.55905390014982,RB_ridge,1,-3.204847043487389,0,veteran,156.1167596867138,18.442294213436014,56.0,53.0,-3.0,False,263.29999999999916,False
