model_id,domain,position,model_type,train_date,train_rows,val_rows,val_rmse,val_mae,val_spearman,features_used,notes
nfl_rookie_qb_ridge_2026-07-29,nfl_rookie,QB,ridge_rookie,2026-07-29,66,15,89.50607461506019,69.96094112734652,0.782142857142857,"pick,round,forty,bench,vertical,broad_jump,cone,shuttle,speed_score,burst_score,wt,vacated_target_share,vacated_snap_share",rookie prior model
nfl_rookie_rb_ridge_2026-07-29,nfl_rookie,RB,ridge_rookie,2026-07-29,165,41,72.88017049303937,58.09039499109339,0.36874428363737516,"pick,round,forty,bench,vertical,broad_jump,cone,shuttle,speed_score,burst_score,wt,vacated_target_share,vacated_snap_share",rookie prior model
nfl_rookie_wr_ridge_2026-07-29,nfl_rookie,WR,ridge_rookie,2026-07-29,238,57,59.27948156089365,46.617058067060874,0.6097877170598447,"pick,round,forty,bench,vertical,broad_jump,cone,shuttle,speed_score,burst_score,wt,vacated_target_share,vacated_snap_share",rookie prior model
nfl_rookie_te_ridge_2026-07-29,nfl_rookie,TE,ridge_rookie,2026-07-29,107,23,62.87495434599506,46.2298306800208,0.5530022407517895,"pick,round,forty,bench,vertical,broad_jump,cone,shuttle,speed_score,burst_score,wt,vacated_target_share,vacated_snap_share",rookie prior model
